"index","annotation","label"
7375,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id352instance"
7376,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id353instance"
7377,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id354instance"
7378,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id355instance"
7379,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id356instance"
7380,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id357instance"
7381,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id358instance"
7382,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id359instance"
7383,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id35instance"
7384,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id360instance"
7385,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id361instance"
7386,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id362instance"
7387,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id363instance"
7388,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id364instance"
7389,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id365instance"
7390,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id366instance"
7391,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id367instance"
7392,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id368instance"
7393,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id369instance"
7394,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id370instance"
7395,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id372instance"
7396,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id373instance"
7397,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id374instance"
7398,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id375instance"
7399,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id376instance"
7400,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id377instance"
7401,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id378instance"
7402,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id379instance"
7403,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id380instance"
7404,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id382instance"
7405,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id383instance"
7406,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id384instance"
7407,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id385instance"
7408,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id386instance"
7409,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id387instance"
7410,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id388instance"
7411,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id389instance"
7412,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id38instance"
7413,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id390instance"
7414,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id391instance"
7415,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id392instance"
7416,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id393instance"
7417,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id394instance"
7418,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id395instance"
7419,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id396instance"
7420,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id397instance"
7421,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id398instance"
7422,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id399instance"
7423,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id3instance"
7424,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id400instance"
7425,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id401instance"
7426,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id402instance"
7427,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id403instance"
7428,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id404instance"
7429,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id405instance"
7430,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id406instance"
7431,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id408instance"
7432,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id409instance"
7433,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id40instance"
7434,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id411instance"
7435,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id412instance"
7436,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id413instance"
7437,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id414instance"
7438,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id415instance"
7439,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id418instance"
7440,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id419instance"
7441,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id41instance"
7442,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id420instance"
7443,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id422instance"
7444,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id423instance"
7445,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id424instance"
7446,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id425instance"
7447,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id426instance"
7448,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id427instance"
7449,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id428instance"
7450,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id42instance"
7451,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id430instance"
7452,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id431instance"
7453,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id432instance"
7454,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id433instance"
7455,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id434instance"
7456,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id435instance"
7457,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id436instance"
7458,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id438instance"
7459,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id439instance"
7460,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id43instance"
7461,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id440instance"
7462,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id441instance"
7463,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id442instance"
7464,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id443instance"
7465,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id444instance"
7466,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id445instance"
7467,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id446instance"
7468,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id447instance"
7469,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id448instance"
7470,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id449instance"
7471,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id44instance"
7472,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id450instance"
7473,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id452instance"
7474,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id453instance"
7475,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id454instance"
7476,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id455instance"
7477,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id456instance"
7478,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id457instance"
7479,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id458instance"
7480,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id459instance"
7481,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id45instance"
7482,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id460instance"
7483,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id461instance"
7484,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id462instance"
7485,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id463instance"
7486,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id464instance"
7487,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id465instance"
7488,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id466instance"
7489,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id467instance"
7490,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id468instance"
7491,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id469instance"
7492,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id46instance"
7493,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id470instance"
7494,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id471instance"
7495,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id472instance"
7496,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id473instance"
7497,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id474instance"
7498,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id475instance"
7499,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id476instance"
7500,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id477instance"
7501,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id478instance"
7502,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id479instance"
7503,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id480instance"
7504,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id481instance"
7505,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id482instance"
7506,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id483instance"
7507,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id484instance"
7508,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id485instance"
7509,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id486instance"
7510,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id488instance"
7511,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id489instance"
7512,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id48instance"
7513,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id490instance"
7514,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id491instance"
7515,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id492instance"
7516,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id493instance"
7517,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id494instance"
7518,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id495instance"
7519,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id496instance"
7520,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id497instance"
7521,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id498instance"
7522,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id499instance"
7523,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id49instance"
7524,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id4instance"
7525,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id500instance"
7526,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id501instance"
7527,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id502instance"
7528,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id503instance"
7529,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id504instance"
7530,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id505instance"
7531,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id506instance"
7532,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id507instance"
7533,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id508instance"
7534,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id509instance"
7535,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id50instance"
7536,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id510instance"
7537,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id511instance"
7538,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id512instance"
7539,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id513instance"
7540,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id514instance"
7541,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id515instance"
7542,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id516instance"
7543,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id517instance"
7544,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id518instance"
7545,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id519instance"
7546,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id520instance"
7547,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id521instance"
7548,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id522instance"
7549,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id523instance"
7550,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id524instance"
7551,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id525instance"
7552,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id526instance"
7553,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id527instance"
7554,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id528instance"
7555,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id529instance"
7556,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id52instance"
7557,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id530instance"
7558,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id531instance"
7559,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id532instance"
7560,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id533instance"
7561,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id534instance"
7562,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id535instance"
7563,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id536instance"
7564,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id537instance"
7565,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id538instance"
7566,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id539instance"
7567,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id53instance"
7568,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id540instance"
7569,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id541instance"
7570,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id542instance"
7571,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id543instance"
7572,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id544instance"
7573,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id545instance"
7574,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id546instance"
7575,"iri","http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id547instance"
